epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,2138.43,0.08427,0.60765,0.91005,0.8749,0.97909,0.96783,0.96783,0.17913,0.76256,0.25814,0.000385073,0.000385073,0.000385073
35,2202.47,0.0839,0.57411,0.89672,0.92903,0.94507,0.96973,0.96973,0.18706,0.74648,0.26709,0.000363075,0.000363075,0.000363075
36,2275.86,0.07787,0.59644,0.90896,0.94948,0.93235,0.97221,0.97221,0.17579,0.75479,0.25392,0.000341077,0.000341077,0.000341077
37,2353.57,0.07828,0.54327,0.89622,0.967,0.98307,0.97316,0.97316,0.19306,0.65041,0.28391,0.000319079,0.000319079,0.000319079
38,2429.69,0.07954,0.55295,0.8854,0.96271,0.97309,0.97736,0.97736,0.16516,0.60024,0.23897,0.000297081,0.000297081,0.000297081
39,2503.86,0.07455,0.55712,0.90204,0.9535,0.93611,0.97937,0.97937,0.1586,0.65363,0.223,0.000275084,0.000275084,0.000275084
40,2578.2,0.0766,0.491,0.89638,0.9597,0.92837,0.97886,0.97886,0.16385,0.67601,0.23213,0.000253086,0.000253086,0.000253086
41,2652.71,0.07198,0.81194,0.90984,0.95439,0.92587,0.97816,0.97816,0.17269,0.80045,0.23399,0.000231088,0.000231088,0.000231088
42,2726.51,0.0607,0.58503,0.90076,0.94576,0.9532,0.98268,0.98268,0.18137,0.96369,0.24268,0.00020909,0.00020909,0.00020909
43,2800.93,0.05613,0.57729,0.9169,0.94688,0.92764,0.98241,0.98241,0.16466,0.74335,0.22757,0.000187092,0.000187092,0.000187092
44,2874.26,0.05132,0.47127,0.92512,0.93005,0.91597,0.97849,0.97849,0.14725,0.79904,0.21126,0.000165095,0.000165095,0.000165095
45,2947.61,0.04908,0.45957,0.92131,0.91403,0.92691,0.97908,0.97908,0.14709,0.8606,0.21229,0.000143097,0.000143097,0.000143097
46,3020.74,0.05033,0.41681,0.91933,0.94174,0.94723,0.97973,0.97973,0.15642,0.67042,0.22219,0.000121099,0.000121099,0.000121099
